city,facility_type,name,escri,hazard_score,service_pop_5p0km,grdi,heat_exposed,flood_exposed,water_stress_exposed
Cairo,health,As-Salam International Hospital Maadi Branch,0.9328047299424396,0.97953216374269,2724396.006729126,54.686649322509766,True,True,True
Cairo,health,El Ezaby Pharmacy,0.9328047299424396,0.97953216374269,2724396.006729126,54.686649322509766,True,True,True
Cairo,health,مستشفى السلام الدولى,0.896453658071709,0.97953216374269,2724396.006729126,54.686649322509766,True,True,True
Cairo,health,German Rehabilitation Center,0.8950653365642518,0.97953216374269,2730992.491455078,54.686649322509766,True,True,True
Cairo,school,Al Aqeed Ezzat Gohar Advanced Language School,0.8798430582247824,1.0,2111128.475053787,52.12679672241211,True,True,True
Cairo,health,Asslam International Hospital Maadi,0.8776745269286841,0.97953216374269,2731145.4510650635,54.686649322509766,True,True,True
Cairo,school,Notion International School,0.8670426335064362,1.0,1761929.7441101074,47.87602996826172,True,True,True
Cairo,health,NEUROMED,0.8559937946719307,0.97953216374269,2724396.006729126,54.686649322509766,True,True,True
Cairo,health,عيادة تبسم للاسنان,0.8476903791340942,0.97953216374269,1516915.5902175903,49.98863220214844,True,True,True
Cairo,health,Dr.nesreen Pharmacy,0.8274757830460472,1.0,3608880.473388672,35.41291809082031,True,True,True
Cairo,health,Al Ahram Scan,0.8261065820719793,1.0,3988833.4396972656,34.06998062133789,True,True,True
Cairo,health,Ultrascan ElSalam Hospital ElHaram,0.8238429040341593,1.0,3897667.761352539,34.06998062133789,True,True,True
Cairo,health,فرحات كلينيك - مستشفى د.فرحات التخصصي,0.8234505249403706,1.0,3929770.0897216797,33.946502685546875,True,True,True
Cairo,health,Ganna Hospital,0.8229652568056189,1.0,3862885.2104492188,34.06998062133789,True,True,True
Cairo,school,Kiddy planet academy,0.8223357390063567,1.0,3884886.496459961,34.06998062133789,True,True,True
Cairo,health,Egyptian Ambulance Organization,0.8220751254381575,1.0,3696244.604370117,34.42657470703125,True,True,True
Cairo,health,El Ezaby Pharmacy,0.8210968090017229,1.0,3789866.0103759766,34.06998062133789,True,True,True
Cairo,health,El Ezaby Pharmacy,0.8209092509767835,1.0,3652672.619995117,34.42657470703125,True,True,True
Cairo,health,Al Haram eye care center,0.816659609676418,1.0,3621942.8822021484,34.06998062133789,True,True,True
Cairo,health,GIZA clinic,0.8157314406688944,1.0,3587769.0709228516,34.06998062133789,True,True,True
Cairo,health,El Ezaby Pharmacy,0.8148071272762855,1.0,3554057.6527404785,34.06998062133789,True,True,True
Cairo,health,Nile Badrawi Hospital,0.8140445889323029,0.97953216374269,2616359.3831939697,39.78124237060547,True,True,True
Cairo,health,مستشفي الأهرام التخصصي / د. عزة الشماع,0.812516057166556,1.0,3612023.9158935547,34.06998062133789,True,True,True
Cairo,health,Farghly Dental Clinic,0.8117377589673105,1.0,3803551.235961914,34.06998062133789,True,True,True
Cairo,health,عيادة د.وسيم سناده حنين,0.8112650565865165,1.0,3638756.7838134766,34.06998062133789,True,True,True
Cairo,health,A-Clinic,0.8103698256655321,1.0,3535313.849243164,35.41291809082031,True,True,True
Cairo,school,مدرسة علاء الدين الخاصة,0.8092770755434947,1.0,3358880.872192383,34.06998062133789,True,True,True
Cairo,health,Maadi Military Hospital,0.8077791270964412,0.97953216374269,1819289.7372207642,42.82625198364258,True,True,True
Cairo,health,دكتور عمرو عبد العزيز,0.8075369817605906,1.0,3881394.311645508,34.06998062133789,True,True,True
Cairo,health,معمل الأفق,0.8073997252161192,0.97953216374269,2724396.006729126,54.686649322509766,True,True,True
Cairo,health,مستشفى دكتور عاطف نور الدين,0.807054320121167,0.97953216374269,3646928.8260498047,34.9043083190918,True,True,True
Cairo,health,Care Clinics - عيادات كيركلينيك التخصصية,0.8035413450349771,1.0,3900923.1998291016,34.06998062133789,True,True,True
Cairo,health,El Ezaby Pharmacy,0.802361359530449,1.0,3872524.4467773438,34.06998062133789,True,True,True
Cairo,health,PhysioT,0.8021139969600356,1.0,3531895.3380126953,35.41291809082031,True,True,True
Cairo,health,"Research Institute of Ophthalmology,Egypt",0.8003880003157212,1.0,3702075.5076904297,33.46064758300781,True,True,True
Cairo,health,El Ezaby Pharmacy,0.7993015409073423,1.0,3033512.0890197754,34.06998062133789,True,True,True
Cairo,health,مستشفى الرحاب التخصصى الجديدة,0.7985339774655423,1.0,3009823.429840088,34.06998062133789,True,True,True
Cairo,health,مستشفى تبارك الخصوص,0.7984904202654615,0.97953216374269,3031459.672203064,37.81010818481445,True,True,True
Cairo,health,مستشفي السلام الدولي كورنيش المعادي,0.7965177143559303,0.97953216374269,2731145.4510650635,54.686649322509766,True,True,True
Cairo,health,مستشفى جنة - للجراحات و الرعاية المركزة,0.7962446258908278,1.0,3647786.8701171875,34.06998062133789,True,True,True
Cairo,health,Al-Mabarra Hospital,0.795559344045271,0.97953216374269,3111807.634765625,35.17334747314453,True,True,True
Cairo,health,مركز الشاذلي الطبي للطورائ والرعاية المركزة,0.7939960125567096,1.0,4214650.061279297,33.946502685546875,True,True,True
Cairo,health,مستشفى الرمد بالجيزة,0.7939583451608921,1.0,3690269.969604492,34.42657470703125,True,True,True
Cairo,health,Queens Medical Center مركز كوينز الطبي,0.793647056446107,1.0,3887793.6889648438,34.06998062133789,True,True,True
Cairo,health,مركز الدكتوره أمل صلاح,0.7931016922862214,1.0,3878456.6697998047,34.06998062133789,True,True,True
Cairo,health,57357 Hospital,0.7927078565502285,0.97953216374269,3021795.8688964844,35.17334747314453,True,True,True
Cairo,health,مركز الندي التخصصي,0.7925525535575799,1.0,3001510.5877227783,33.46064758300781,True,True,True
Cairo,school,Ahmed Lotfi El Sayed Military Secondary School for Boys,0.7889118474593654,1.0,3870615.3422851562,34.06998062133789,True,True,True
Cairo,health,مستشفي التامين الصحي بالهرم,0.7887418945255005,1.0,3912899.472290039,34.06998062133789,True,True,True
Cairo,school,Fadl Private School,0.7877969756854828,1.0,3404930.9434814453,34.06998062133789,True,True,True
Cairo,school,Orman English School,0.7862095023915249,1.0,1784133.9902038574,38.50083541870117,True,True,True
Cairo,school,مدرسة الفرقان الخاصة الجيزة ال ١٦,0.7857255991822119,1.0,1760276.7362976074,47.87602996826172,True,True,True
Cairo,health,El Kashef Medical Center,0.7854045913620579,1.0,3701394.9047851562,34.06998062133789,True,True,True
Cairo,health,Smile Lounge Dental Clinic - Dr. Mohammed Elsharkawy,0.7847987740022992,1.0,2879490.4288635254,34.06998062133789,True,True,True
Cairo,health,رعاية مستشفى خامس الخلفاء الراشدين,0.7837926525641227,0.97953216374269,4599820.101074219,33.83823013305664,True,True,True
Cairo,health,Misr Pharmacies - Al Haram Branch - Al Koum Al Akhdar,0.7836243435101393,1.0,2584673.9519958496,34.06998062133789,True,True,True
Cairo,health,Step Gym and Spa,0.7829492045190465,1.0,4010258.475463867,29.569015502929688,True,True,True
Cairo,health,مستشفى سرطان الاطفال مصر,0.7827304413443654,0.97953216374269,2976605.1520996094,35.17334747314453,True,True,True
Cairo,health,Cosmetic Dental Center,0.7811767127764461,1.0,3403500.3402404785,34.06998062133789,True,True,True
Cairo,health,مستشفى الكرمة التخصصى,0.7811453340329464,0.97953216374269,2375847.9669418335,37.81010818481445,True,True,True
