city,facility_type,n_facilities,heat_share,flood_share,water_share,compound_share,heat_days_threshold,water_cat_threshold,subset
Houston,health,13094,0.4888498548953719,0.20727050557507254,0.0,0.1043225904994654,20,4,school_all_health_core
Houston,school,5477,0.5705678291035238,0.1163045462844623,0.0,0.07358042724119043,20,4,school_all_health_core
Istanbul,health,12725,0.0,0.004086444007858546,0.637721021611002,0.002357563850687623,20,4,school_all_health_core
Istanbul,school,12292,0.0,0.005369345916042954,0.5767979173446144,0.00292873413602343,20,4,school_all_health_core
Jakarta,health,7963,0.0,0.03453472309431119,0.0,0.0,20,4,school_all_health_core
Jakarta,school,17134,0.0,0.04202171121746236,0.0,0.0,20,4,school_all_health_core
Johannesburg,health,2814,0.0,0.0,1.0,0.0,20,4,school_all_health_core
Johannesburg,school,9580,0.0,0.0,1.0,0.0,20,4,school_all_health_core
Karachi,health,1230,0.875609756097561,0.05040650406504065,0.9764227642276423,0.9,20,4,school_all_health_core
Karachi,school,2572,0.9183514774494557,0.04121306376360809,0.9626749611197511,0.9210730948678072,20,4,school_all_health_core
Kolkata,health,5028,0.9423229912490055,0.31742243436754175,0.0,0.3166268894192522,20,4,school_all_health_core
Kolkata,school,7065,0.9082802547770701,0.2655343241330502,0.0,0.2625619249823071,20,4,school_all_health_core
Lagos,health,876,0.0045662100456621,0.07420091324200913,0.0,0.0,20,4,school_all_health_core
Lagos,school,3101,0.0064495324089003546,0.0780393421476943,0.0,0.0,20,4,school_all_health_core
Lima,health,5829,0.0,0.0053182364041859664,1.0,0.0053182364041859664,20,4,school_all_health_core
Lima,school,9155,0.0,0.013107591480065538,1.0,0.013107591480065538,20,4,school_all_health_core
London,health,9847,0.0,0.047933380725093934,0.0,0.0,20,4,school_all_health_core
London,school,12093,0.0,0.06755974530720252,0.0,0.0,20,4,school_all_health_core
Los Angeles,health,17724,0.21321372150756038,0.053656059580230196,1.0,0.2665876777251185,20,4,school_all_health_core
Los Angeles,school,7249,0.21520209684094357,0.11187750034487516,0.9998620499379225,0.32611394675127603,20,4,school_all_health_core
Madrid,health,4532,1.0,0.0011032656663724624,0.9042365401588702,0.9042365401588702,20,4,school_all_health_core
Madrid,school,4763,1.0,0.0018895653999580096,0.8979634684022675,0.8979634684022675,20,4,school_all_health_core
Manila,health,8861,0.8518225933867509,0.20810292292066357,0.0,0.17266674190271977,20,4,school_all_health_core
Manila,school,10302,0.8381867598524558,0.2145214521452145,0.0,0.16967579110852263,20,4,school_all_health_core
Mexico City,health,12956,0.0,0.06684161778326644,1.0,0.06684161778326644,20,4,school_all_health_core
Mexico City,school,14632,0.0,0.12158283214871514,1.0,0.12158283214871514,20,4,school_all_health_core
Miami,health,7121,0.0,0.06684454430557506,0.0,0.0,20,4,school_all_health_core
Miami,school,2377,0.0,0.013462347496844763,0.0,0.0,20,4,school_all_health_core
Nairobi,health,1046,0.0,0.0009560229445506692,0.0,0.0,20,4,school_all_health_core
Nairobi,school,1757,0.0,0.0011383039271485487,0.0,0.0,20,4,school_all_health_core
New York City,health,26174,0.0,0.06223733475968518,0.41869794452510123,0.024451746007488347,20,4,school_all_health_core
New York City,school,11968,0.0,0.07469919786096256,0.466326871657754,0.029495320855614973,20,4,school_all_health_core
Paris,health,4906,0.0,0.09050142682429678,0.0,0.0,20,4,school_all_health_core
Paris,school,7355,0.0,0.10237933378653977,0.0,0.0,20,4,school_all_health_core
Rome,health,3591,0.8362573099415205,0.08382066276803118,1.0,0.8412698412698413,20,4,school_all_health_core
Rome,school,2986,0.7957133288680509,0.12424648359008707,0.9996651038178165,0.8154722036168788,20,4,school_all_health_core
Rotterdam,health,1774,0.0,0.4830890642615558,0.0,0.0,20,4,school_all_health_core
Rotterdam,school,2339,0.0,0.5352714835399743,0.0,0.0,20,4,school_all_health_core
Sao Paulo,health,18876,0.0,0.015575333757151939,0.0,0.0,20,4,school_all_health_core
Sao Paulo,school,17716,0.0,0.021223752540076767,0.0,0.0,20,4,school_all_health_core
Shanghai,health,283,0.950530035335689,0.5547703180212014,0.9257950530035336,0.9823321554770318,20,4,school_all_health_core
Shanghai,school,305,0.9442622950819672,0.6622950819672131,0.8852459016393442,0.9573770491803278,20,4,school_all_health_core
Tokyo,health,19588,0.5776495813763529,0.14646722483152952,0.0,0.03160098019195426,20,4,school_all_health_core
Tokyo,school,15256,0.6015338227582591,0.1662952281069743,0.0,0.04195070791819612,20,4,school_all_health_core
Accra,health,506,0.0,0.0,0.0,0.0,20,4,source_confidence_ge_0p6
Accra,school,871,0.0,0.008036739380022962,0.0,0.0,20,4,source_confidence_ge_0p6
Bangkok,health,14682,0.8692276256640785,0.491622394769105,0.24192889252145483,0.4906688462062389,20,4,source_confidence_ge_0p6
Bangkok,school,7041,0.8405056099985797,0.6378355347251811,0.2996733418548502,0.5972163045022014,20,4,source_confidence_ge_0p6
Bogota,health,4091,0.0,0.009533121486189195,0.0,0.0,20,4,source_confidence_ge_0p6
Bogota,school,3085,0.0,0.020745542949756886,0.0,0.0,20,4,source_confidence_ge_0p6
Buenos Aires,health,6152,0.0,0.119148244473342,0.0,0.0,20,4,source_confidence_ge_0p6
Buenos Aires,school,5929,0.0,0.19396188227357058,0.0,0.0,20,4,source_confidence_ge_0p6
Cairo,health,9743,1.0,0.0921687365287899,1.0,1.0,20,4,source_confidence_ge_0p6
Cairo,school,3342,1.0,0.1172950329144225,1.0,1.0,20,4,source_confidence_ge_0p6
Delhi,health,15180,1.0,0.18972332015810275,1.0,1.0,20,4,source_confidence_ge_0p6
Delhi,school,11494,1.0,0.27918914216112756,1.0,1.0,20,4,source_confidence_ge_0p6
Dhaka,health,3366,1.0,0.20469399881164588,1.0,1.0,20,4,source_confidence_ge_0p6
Dhaka,school,3744,1.0,0.31009615384615385,1.0,1.0,20,4,source_confidence_ge_0p6
Ho Chi Minh City,health,6203,0.8452361760438497,0.16556504916975656,0.011768499113332258,0.14654199580847976,20,4,source_confidence_ge_0p6
Ho Chi Minh City,school,8184,0.8110948191593352,0.23973607038123168,0.012952101661779082,0.21151026392961877,20,4,source_confidence_ge_0p6
Houston,health,16608,0.516859344894027,0.19719412331406552,0.0,0.10344412331406551,20,4,source_confidence_ge_0p6
Houston,school,4818,0.5651722706517227,0.11581569115815692,0.0,0.07243669572436695,20,4,source_confidence_ge_0p6
Istanbul,health,14513,0.0,0.003927513263970233,0.6248880314201061,0.0022738234686143456,20,4,source_confidence_ge_0p6
Istanbul,school,11083,0.0,0.004872326987277813,0.5726788775602274,0.002526391771181088,20,4,source_confidence_ge_0p6
Jakarta,health,7374,0.0,0.033224844046650395,0.0,0.0,20,4,source_confidence_ge_0p6
Jakarta,school,12042,0.0,0.03894701876764657,0.0,0.0,20,4,source_confidence_ge_0p6
Johannesburg,health,3157,0.0,0.0,1.0,0.0,20,4,source_confidence_ge_0p6
Johannesburg,school,3631,0.0,0.0,1.0,0.0,20,4,source_confidence_ge_0p6
Karachi,health,1520,0.8611842105263158,0.05526315789473684,0.9763157894736842,0.8868421052631579,20,4,source_confidence_ge_0p6
Karachi,school,2232,0.9144265232974911,0.044802867383512544,0.9614695340501792,0.9184587813620072,20,4,source_confidence_ge_0p6
Kolkata,health,5564,0.9338605319913731,0.31542056074766356,0.0,0.31434219985621853,20,4,source_confidence_ge_0p6
Kolkata,school,5172,0.9089327146171694,0.26894818252126834,0.0,0.2666279969064192,20,4,source_confidence_ge_0p6
Lagos,health,968,0.0030991735537190084,0.07644628099173553,0.0,0.0,20,4,source_confidence_ge_0p6
Lagos,school,2568,0.007009345794392523,0.08255451713395638,0.0,0.0,20,4,source_confidence_ge_0p6
Lima,health,7541,0.0,0.006365203553905317,1.0,0.006365203553905317,20,4,source_confidence_ge_0p6
Lima,school,6542,0.0,0.015132986854173035,1.0,0.015132986854173035,20,4,source_confidence_ge_0p6
London,health,14450,0.0,0.05079584775086505,0.0,0.0,20,4,source_confidence_ge_0p6
London,school,10711,0.0,0.06834095789375408,0.0,0.0,20,4,source_confidence_ge_0p6
Los Angeles,health,22084,0.22178953088208658,0.06588480347763086,1.0,0.28722151784097083,20,4,source_confidence_ge_0p6
Los Angeles,school,6167,0.21274525701313443,0.11739905951029674,1.0,0.32900924274363547,20,4,source_confidence_ge_0p6
Madrid,health,7120,1.0,0.0011235955056179776,0.8926966292134831,0.8926966292134831,20,4,source_confidence_ge_0p6
Madrid,school,3973,1.0,0.0017618927762396174,0.8937830354895545,0.8937830354895545,20,4,source_confidence_ge_0p6
Manila,health,14285,0.8449422471123557,0.21540077003850192,0.0,0.18060903045152257,20,4,source_confidence_ge_0p6
Manila,school,8333,0.8360734429377175,0.21756870274810994,0.0,0.17280691227649106,20,4,source_confidence_ge_0p6
Mexico City,health,17031,0.0,0.08948388233221773,1.0,0.08948388233221773,20,4,source_confidence_ge_0p6
Mexico City,school,10260,0.0,0.12368421052631579,1.0,0.12368421052631579,20,4,source_confidence_ge_0p6
Miami,health,8352,0.0,0.05651340996168582,0.0,0.0,20,4,source_confidence_ge_0p6
Miami,school,2010,0.0,0.011940298507462687,0.0,0.0,20,4,source_confidence_ge_0p6
Nairobi,health,1334,0.0,0.0007496251874062968,0.0,0.0,20,4,source_confidence_ge_0p6
Nairobi,school,1514,0.0,0.001321003963011889,0.0,0.0,20,4,source_confidence_ge_0p6
New York City,health,32338,0.0,0.059743954480796585,0.4277011565341085,0.02402745995423341,20,4,source_confidence_ge_0p6
New York City,school,10292,0.0,0.07335794792071512,0.4723085891954916,0.02905169063350175,20,4,source_confidence_ge_0p6
Paris,health,6641,0.0,0.08643276614967625,0.0,0.0,20,4,source_confidence_ge_0p6
Paris,school,5998,0.0,0.10653551183727909,0.0,0.0,20,4,source_confidence_ge_0p6
Rome,health,5020,0.8272908366533864,0.08904382470119522,1.0,0.8350597609561753,20,4,source_confidence_ge_0p6
Rome,school,2616,0.790519877675841,0.12538226299694188,0.9996177370030581,0.8115443425076453,20,4,source_confidence_ge_0p6
Rotterdam,health,2449,0.0,0.4797876684360964,0.0,0.0,20,4,source_confidence_ge_0p6
Rotterdam,school,1887,0.0,0.5405405405405406,0.0,0.0,20,4,source_confidence_ge_0p6
Sao Paulo,health,28242,0.0,0.015898307485305574,0.0,0.0,20,4,source_confidence_ge_0p6
Sao Paulo,school,14539,0.0,0.02152830318453814,0.0,0.0,20,4,source_confidence_ge_0p6
Shanghai,health,308,0.9577922077922078,0.5844155844155844,0.9025974025974026,0.9837662337662337,20,4,source_confidence_ge_0p6
Shanghai,school,273,0.945054945054945,0.6703296703296703,0.8901098901098901,0.9597069597069597,20,4,source_confidence_ge_0p6
Tokyo,health,33742,0.5756920158852469,0.14044810621777012,0.0,0.030733210835160927,20,4,source_confidence_ge_0p6
Tokyo,school,14149,0.6020920206375009,0.17110749876316347,0.0,0.04311258746201145,20,4,source_confidence_ge_0p6
Accra,health,650,0.0,0.0,0.0,0.0,20,5,all_classes
Accra,school,1093,0.0,0.007319304666056725,0.0,0.0,20,5,all_classes
Bangkok,health,17751,0.8723452199876063,0.4890992056785533,0.0,0.40521660751506955,20,5,all_classes
Bangkok,school,8528,0.8490853658536586,0.6281660412757973,0.0,0.512312382739212,20,5,all_classes
Bogota,health,6016,0.0,0.010804521276595746,0.0,0.0,20,5,all_classes
Bogota,school,4156,0.0,0.02045235803657363,0.0,0.0,20,5,all_classes
Buenos Aires,health,8455,0.0,0.11437019515079834,0.0,0.0,20,5,all_classes
Buenos Aires,school,7461,0.0,0.18147701380511996,0.0,0.0,20,5,all_classes
Cairo,health,13119,1.0,0.08971720405518713,0.0,0.08971720405518713,20,5,all_classes
Cairo,school,4793,1.0,0.11516795326517838,0.0,0.11516795326517838,20,5,all_classes
Delhi,health,19986,1.0,0.19248473931752227,0.0,0.19248473931752227,20,5,all_classes
Delhi,school,14319,1.0,0.27320343599413366,0.0,0.27320343599413366,20,5,all_classes
Dhaka,health,4485,1.0,0.20735785953177258,0.0,0.20735785953177258,20,5,all_classes
Dhaka,school,4469,1.0,0.30230476616692775,0.0,0.30230476616692775,20,5,all_classes
Ho Chi Minh City,health,9935,0.8525415198792149,0.1634625062908908,0.0,0.13759436336185205,20,5,all_classes
Ho Chi Minh City,school,10476,0.8243604429171439,0.22957235586101565,0.0,0.19358533791523483,20,5,all_classes
Houston,health,18210,0.5190005491488193,0.19890170236133992,0.0,0.10521691378363536,20,5,all_classes
Houston,school,5477,0.5705678291035238,0.1163045462844623,0.0,0.07358042724119043,20,5,all_classes
Istanbul,health,17477,0.0,0.004234136293414201,0.0,0.0,20,5,all_classes
Istanbul,school,12292,0.0,0.005369345916042954,0.0,0.0,20,5,all_classes
Jakarta,health,11275,0.0,0.03121951219512195,0.0,0.0,20,5,all_classes
Jakarta,school,17134,0.0,0.04202171121746236,0.0,0.0,20,5,all_classes
Johannesburg,health,4529,0.0,0.0,0.0,0.0,20,5,all_classes
Johannesburg,school,9580,0.0,0.0,0.0,0.0,20,5,all_classes
Karachi,health,1769,0.8654607122668174,0.055398530243075186,0.0,0.015262860373092142,20,5,all_classes
Karachi,school,2572,0.9183514774494557,0.04121306376360809,0.0,0.01166407465007776,20,5,all_classes
Kolkata,health,8410,0.9330558858501784,0.2923900118906064,0.0,0.2914387633769322,20,5,all_classes
Kolkata,school,7065,0.9082802547770701,0.2655343241330502,0.0,0.2625619249823071,20,5,all_classes
Lagos,health,1303,0.0030698388334612432,0.07828089025326171,0.0,0.0,20,5,all_classes
Lagos,school,3101,0.0064495324089003546,0.0780393421476943,0.0,0.0,20,5,all_classes
Lima,health,11872,0.0,0.006485849056603774,0.0,0.0,20,5,all_classes
Lima,school,9155,0.0,0.013107591480065538,0.0,0.0,20,5,all_classes
London,health,16129,0.0,0.05015810031620063,0.0,0.0,20,5,all_classes
London,school,12093,0.0,0.06755974530720252,0.0,0.0,20,5,all_classes
Los Angeles,health,24749,0.22154430482039678,0.06416420865489515,0.0,0.000444462402521314,20,5,all_classes
Los Angeles,school,7249,0.21520209684094357,0.11187750034487516,0.0,0.0009656504345426955,20,5,all_classes
Madrid,health,8573,1.0,0.0009331622535868425,0.0,0.0009331622535868425,20,5,all_classes
Madrid,school,4763,1.0,0.0018895653999580096,0.0,0.0018895653999580096,20,5,all_classes
Manila,health,18365,0.8476994282602777,0.211707051456575,0.0,0.17821943915055813,20,5,all_classes
Manila,school,10302,0.8381867598524558,0.2145214521452145,0.0,0.16967579110852263,20,5,all_classes
Mexico City,health,25048,0.0,0.08771159374001916,0.0,0.0,20,5,all_classes
Mexico City,school,14632,0.0,0.12158283214871514,0.0,0.0,20,5,all_classes
Miami,health,9433,0.0,0.054595568748012295,0.0,0.0,20,5,all_classes
Miami,school,2377,0.0,0.013462347496844763,0.0,0.0,20,5,all_classes
Nairobi,health,1716,0.0,0.0005827505827505828,0.0,0.0,20,5,all_classes
Nairobi,school,1757,0.0,0.0011383039271485487,0.0,0.0,20,5,all_classes
New York City,health,36487,0.0,0.06007619152026749,0.0,0.0,20,5,all_classes
New York City,school,11968,0.0,0.07469919786096256,0.0,0.0,20,5,all_classes
Paris,health,8426,0.0,0.08711132209826727,0.0,0.0,20,5,all_classes
Paris,school,7355,0.0,0.10237933378653977,0.0,0.0,20,5,all_classes
Rome,health,6181,0.8333602976864585,0.08590842905678693,0.0,0.07878983983174244,20,5,all_classes
Rome,school,2986,0.7957133288680509,0.12424648359008707,0.0,0.10448760884125921,20,5,all_classes
Rotterdam,health,2882,0.0,0.48056904927133937,0.0,0.0,20,5,all_classes
Rotterdam,school,2339,0.0,0.5352714835399743,0.0,0.0,20,5,all_classes
Sao Paulo,health,36921,0.0,0.016061320115923188,0.0,0.0,20,5,all_classes
Sao Paulo,school,17716,0.0,0.021223752540076767,0.0,0.0,20,5,all_classes
Shanghai,health,341,0.9501466275659824,0.5806451612903226,0.0,0.530791788856305,20,5,all_classes
Shanghai,school,305,0.9442622950819672,0.6622950819672131,0.0,0.6131147540983607,20,5,all_classes
Tokyo,health,38519,0.5788312261481346,0.14231937485396817,0.0,0.032451517432955164,20,5,all_classes
Tokyo,school,15256,0.6015338227582591,0.1662952281069743,0.0,0.04195070791819612,20,5,all_classes
Accra,health,413,0.0,0.0,0.0,0.0,20,5,school_all_health_core
Accra,school,1093,0.0,0.007319304666056725,0.0,0.0,20,5,school_all_health_core
Bangkok,health,12397,0.8774703557312253,0.46487053319351457,0.0,0.38735177865612647,20,5,school_all_health_core
Bangkok,school,8528,0.8490853658536586,0.6281660412757973,0.0,0.512312382739212,20,5,school_all_health_core
Bogota,health,3037,0.0,0.007243990780375371,0.0,0.0,20,5,school_all_health_core
Bogota,school,4156,0.0,0.02045235803657363,0.0,0.0,20,5,school_all_health_core
Buenos Aires,health,5153,0.0,0.11410828643508636,0.0,0.0,20,5,school_all_health_core
Buenos Aires,school,7461,0.0,0.18147701380511996,0.0,0.0,20,5,school_all_health_core
Cairo,health,7536,1.0,0.09607218683651805,0.0,0.09607218683651805,20,5,school_all_health_core
Cairo,school,4793,1.0,0.11516795326517838,0.0,0.11516795326517838,20,5,school_all_health_core
Delhi,health,13667,1.0,0.17926392039218556,0.0,0.17926392039218556,20,5,school_all_health_core
Delhi,school,14319,1.0,0.27320343599413366,0.0,0.27320343599413366,20,5,school_all_health_core
Dhaka,health,2661,1.0,0.20105223600150318,0.0,0.20105223600150318,20,5,school_all_health_core
Dhaka,school,4469,1.0,0.30230476616692775,0.0,0.30230476616692775,20,5,school_all_health_core
Ho Chi Minh City,health,5241,0.8549895058195001,0.14920816638046175,0.0,0.12249570692615913,20,5,school_all_health_core
Ho Chi Minh City,school,10476,0.8243604429171439,0.22957235586101565,0.0,0.19358533791523483,20,5,school_all_health_core
Houston,health,13094,0.4888498548953719,0.20727050557507254,0.0,0.1043225904994654,20,5,school_all_health_core
Houston,school,5477,0.5705678291035238,0.1163045462844623,0.0,0.07358042724119043,20,5,school_all_health_core
Istanbul,health,12725,0.0,0.004086444007858546,0.0,0.0,20,5,school_all_health_core
Istanbul,school,12292,0.0,0.005369345916042954,0.0,0.0,20,5,school_all_health_core
Jakarta,health,7963,0.0,0.03453472309431119,0.0,0.0,20,5,school_all_health_core
Jakarta,school,17134,0.0,0.04202171121746236,0.0,0.0,20,5,school_all_health_core
Johannesburg,health,2814,0.0,0.0,0.0,0.0,20,5,school_all_health_core
Johannesburg,school,9580,0.0,0.0,0.0,0.0,20,5,school_all_health_core
Karachi,health,1230,0.875609756097561,0.05040650406504065,0.0,0.011382113821138212,20,5,school_all_health_core
Karachi,school,2572,0.9183514774494557,0.04121306376360809,0.0,0.01166407465007776,20,5,school_all_health_core
Kolkata,health,5028,0.9423229912490055,0.31742243436754175,0.0,0.3166268894192522,20,5,school_all_health_core
Kolkata,school,7065,0.9082802547770701,0.2655343241330502,0.0,0.2625619249823071,20,5,school_all_health_core
Lagos,health,876,0.0045662100456621,0.07420091324200913,0.0,0.0,20,5,school_all_health_core
Lagos,school,3101,0.0064495324089003546,0.0780393421476943,0.0,0.0,20,5,school_all_health_core
Lima,health,5829,0.0,0.0053182364041859664,0.0,0.0,20,5,school_all_health_core
Lima,school,9155,0.0,0.013107591480065538,0.0,0.0,20,5,school_all_health_core
London,health,9847,0.0,0.047933380725093934,0.0,0.0,20,5,school_all_health_core
London,school,12093,0.0,0.06755974530720252,0.0,0.0,20,5,school_all_health_core
Los Angeles,health,17724,0.21321372150756038,0.053656059580230196,0.0,0.00028210336267208303,20,5,school_all_health_core
Los Angeles,school,7249,0.21520209684094357,0.11187750034487516,0.0,0.0009656504345426955,20,5,school_all_health_core
Madrid,health,4532,1.0,0.0011032656663724624,0.0,0.0011032656663724624,20,5,school_all_health_core
Madrid,school,4763,1.0,0.0018895653999580096,0.0,0.0018895653999580096,20,5,school_all_health_core
Manila,health,8861,0.8518225933867509,0.20810292292066357,0.0,0.17266674190271977,20,5,school_all_health_core
Manila,school,10302,0.8381867598524558,0.2145214521452145,0.0,0.16967579110852263,20,5,school_all_health_core
Mexico City,health,12956,0.0,0.06684161778326644,0.0,0.0,20,5,school_all_health_core
Mexico City,school,14632,0.0,0.12158283214871514,0.0,0.0,20,5,school_all_health_core
Miami,health,7121,0.0,0.06684454430557506,0.0,0.0,20,5,school_all_health_core
Miami,school,2377,0.0,0.013462347496844763,0.0,0.0,20,5,school_all_health_core
Nairobi,health,1046,0.0,0.0009560229445506692,0.0,0.0,20,5,school_all_health_core
Nairobi,school,1757,0.0,0.0011383039271485487,0.0,0.0,20,5,school_all_health_core
New York City,health,26174,0.0,0.06223733475968518,0.0,0.0,20,5,school_all_health_core
New York City,school,11968,0.0,0.07469919786096256,0.0,0.0,20,5,school_all_health_core
Paris,health,4906,0.0,0.09050142682429678,0.0,0.0,20,5,school_all_health_core
Paris,school,7355,0.0,0.10237933378653977,0.0,0.0,20,5,school_all_health_core
Rome,health,3591,0.8362573099415205,0.08382066276803118,0.0,0.07880813143971038,20,5,school_all_health_core
Rome,school,2986,0.7957133288680509,0.12424648359008707,0.0,0.10448760884125921,20,5,school_all_health_core
Rotterdam,health,1774,0.0,0.4830890642615558,0.0,0.0,20,5,school_all_health_core
Rotterdam,school,2339,0.0,0.5352714835399743,0.0,0.0,20,5,school_all_health_core
Sao Paulo,health,18876,0.0,0.015575333757151939,0.0,0.0,20,5,school_all_health_core
Sao Paulo,school,17716,0.0,0.021223752540076767,0.0,0.0,20,5,school_all_health_core
Shanghai,health,283,0.950530035335689,0.5547703180212014,0.0,0.5053003533568905,20,5,school_all_health_core
Shanghai,school,305,0.9442622950819672,0.6622950819672131,0.0,0.6131147540983607,20,5,school_all_health_core
Tokyo,health,19588,0.5776495813763529,0.14646722483152952,0.0,0.03160098019195426,20,5,school_all_health_core
Tokyo,school,15256,0.6015338227582591,0.1662952281069743,0.0,0.04195070791819612,20,5,school_all_health_core
Accra,health,506,0.0,0.0,0.0,0.0,20,5,source_confidence_ge_0p6
Accra,school,871,0.0,0.008036739380022962,0.0,0.0,20,5,source_confidence_ge_0p6
Bangkok,health,14682,0.8692276256640785,0.491622394769105,0.0,0.4060073559460564,20,5,source_confidence_ge_0p6
Bangkok,school,7041,0.8405056099985797,0.6378355347251811,0.0,0.5138474648487431,20,5,source_confidence_ge_0p6
Bogota,health,4091,0.0,0.009533121486189195,0.0,0.0,20,5,source_confidence_ge_0p6
Bogota,school,3085,0.0,0.020745542949756886,0.0,0.0,20,5,source_confidence_ge_0p6
Buenos Aires,health,6152,0.0,0.119148244473342,0.0,0.0,20,5,source_confidence_ge_0p6
Buenos Aires,school,5929,0.0,0.19396188227357058,0.0,0.0,20,5,source_confidence_ge_0p6
Cairo,health,9743,1.0,0.0921687365287899,0.0,0.0921687365287899,20,5,source_confidence_ge_0p6
Cairo,school,3342,1.0,0.1172950329144225,0.0,0.1172950329144225,20,5,source_confidence_ge_0p6
Delhi,health,15180,1.0,0.18972332015810275,0.0,0.18972332015810275,20,5,source_confidence_ge_0p6
Delhi,school,11494,1.0,0.27918914216112756,0.0,0.27918914216112756,20,5,source_confidence_ge_0p6
Dhaka,health,3366,1.0,0.20469399881164588,0.0,0.20469399881164588,20,5,source_confidence_ge_0p6
Dhaka,school,3744,1.0,0.31009615384615385,0.0,0.31009615384615385,20,5,source_confidence_ge_0p6
Ho Chi Minh City,health,6203,0.8452361760438497,0.16556504916975656,0.0,0.13864259229405126,20,5,source_confidence_ge_0p6
Ho Chi Minh City,school,8184,0.8110948191593352,0.23973607038123168,0.0,0.20161290322580644,20,5,source_confidence_ge_0p6
Houston,health,16608,0.516859344894027,0.19719412331406552,0.0,0.10344412331406551,20,5,source_confidence_ge_0p6
Houston,school,4818,0.5651722706517227,0.11581569115815692,0.0,0.07243669572436695,20,5,source_confidence_ge_0p6
Istanbul,health,14513,0.0,0.003927513263970233,0.0,0.0,20,5,source_confidence_ge_0p6
Istanbul,school,11083,0.0,0.004872326987277813,0.0,0.0,20,5,source_confidence_ge_0p6
Jakarta,health,7374,0.0,0.033224844046650395,0.0,0.0,20,5,source_confidence_ge_0p6
Jakarta,school,12042,0.0,0.03894701876764657,0.0,0.0,20,5,source_confidence_ge_0p6
Johannesburg,health,3157,0.0,0.0,0.0,0.0,20,5,source_confidence_ge_0p6
Johannesburg,school,3631,0.0,0.0,0.0,0.0,20,5,source_confidence_ge_0p6
Karachi,health,1520,0.8611842105263158,0.05526315789473684,0.0,0.015131578947368421,20,5,source_confidence_ge_0p6
Karachi,school,2232,0.9144265232974911,0.044802867383512544,0.0,0.012096774193548387,20,5,source_confidence_ge_0p6
Kolkata,health,5564,0.9338605319913731,0.31542056074766356,0.0,0.31434219985621853,20,5,source_confidence_ge_0p6
Kolkata,school,5172,0.9089327146171694,0.26894818252126834,0.0,0.2666279969064192,20,5,source_confidence_ge_0p6
Lagos,health,968,0.0030991735537190084,0.07644628099173553,0.0,0.0,20,5,source_confidence_ge_0p6
Lagos,school,2568,0.007009345794392523,0.08255451713395638,0.0,0.0,20,5,source_confidence_ge_0p6
Lima,health,7541,0.0,0.006365203553905317,0.0,0.0,20,5,source_confidence_ge_0p6
Lima,school,6542,0.0,0.015132986854173035,0.0,0.0,20,5,source_confidence_ge_0p6
London,health,14450,0.0,0.05079584775086505,0.0,0.0,20,5,source_confidence_ge_0p6
London,school,10711,0.0,0.06834095789375408,0.0,0.0,20,5,source_confidence_ge_0p6
Los Angeles,health,22084,0.22178953088208658,0.06588480347763086,0.0,0.00045281651874660387,20,5,source_confidence_ge_0p6
Los Angeles,school,6167,0.21274525701313443,0.11739905951029674,0.0,0.0011350737797956867,20,5,source_confidence_ge_0p6
Madrid,health,7120,1.0,0.0011235955056179776,0.0,0.0011235955056179776,20,5,source_confidence_ge_0p6
Madrid,school,3973,1.0,0.0017618927762396174,0.0,0.0017618927762396174,20,5,source_confidence_ge_0p6
Manila,health,14285,0.8449422471123557,0.21540077003850192,0.0,0.18060903045152257,20,5,source_confidence_ge_0p6
Manila,school,8333,0.8360734429377175,0.21756870274810994,0.0,0.17280691227649106,20,5,source_confidence_ge_0p6
Mexico City,health,17031,0.0,0.08948388233221773,0.0,0.0,20,5,source_confidence_ge_0p6
Mexico City,school,10260,0.0,0.12368421052631579,0.0,0.0,20,5,source_confidence_ge_0p6
Miami,health,8352,0.0,0.05651340996168582,0.0,0.0,20,5,source_confidence_ge_0p6
Miami,school,2010,0.0,0.011940298507462687,0.0,0.0,20,5,source_confidence_ge_0p6
Nairobi,health,1334,0.0,0.0007496251874062968,0.0,0.0,20,5,source_confidence_ge_0p6
Nairobi,school,1514,0.0,0.001321003963011889,0.0,0.0,20,5,source_confidence_ge_0p6
New York City,health,32338,0.0,0.059743954480796585,0.0,0.0,20,5,source_confidence_ge_0p6
New York City,school,10292,0.0,0.07335794792071512,0.0,0.0,20,5,source_confidence_ge_0p6
Paris,health,6641,0.0,0.08643276614967625,0.0,0.0,20,5,source_confidence_ge_0p6
Paris,school,5998,0.0,0.10653551183727909,0.0,0.0,20,5,source_confidence_ge_0p6
Rome,health,5020,0.8272908366533864,0.08904382470119522,0.0,0.08127490039840637,20,5,source_confidence_ge_0p6
Rome,school,2616,0.790519877675841,0.12538226299694188,0.0,0.10435779816513761,20,5,source_confidence_ge_0p6
Rotterdam,health,2449,0.0,0.4797876684360964,0.0,0.0,20,5,source_confidence_ge_0p6
Rotterdam,school,1887,0.0,0.5405405405405406,0.0,0.0,20,5,source_confidence_ge_0p6
Sao Paulo,health,28242,0.0,0.015898307485305574,0.0,0.0,20,5,source_confidence_ge_0p6
Sao Paulo,school,14539,0.0,0.02152830318453814,0.0,0.0,20,5,source_confidence_ge_0p6
Shanghai,health,308,0.9577922077922078,0.5844155844155844,0.0,0.5422077922077922,20,5,source_confidence_ge_0p6
Shanghai,school,273,0.945054945054945,0.6703296703296703,0.0,0.6190476190476191,20,5,source_confidence_ge_0p6
